,index,column,importance
253,1740,GRZHDNGJYE_HDYF_mean,97.0
254,1412,GRJCJS_GRZHSNJZYE_max,96.0
255,1956,DKYE_GRZHSNJZYE_std,96.0
256,2850,HDSYYFZE_GRZHYE_std,96.0
257,243,YJZS_in_DWJJLX_prop,96.0
258,3714,numsOf_HDZYF_HDYF_multi,96.0
259,227,DWJJLX_in_DKZS_prop,95.0
260,1445,GRJCJS_GRZHYE_diff_GRZHDNGJYE1_mean,95.0
261,2770,HDZYFZE_GRZHDNGJYE_mean,95.0
262,3513,numsOf_DKYE_HDZYFZE_diff,95.0
263,2012,DKYE_HDYF_max,95.0
264,2498,HDZYF_GRZHSNJZYE_min,95.0
265,3215,numsOf_GRZHYE_GRZHYE_diff_GRZHSNJZYE1_div,94.0
266,1458,GRJCJS_YEARPURINCM_min,94.0
267,3155,numsOf_GRJCJS_HDZYF_div,94.0
268,1959,DKYE_GRZHDNGJYE_sum,94.0
269,3791,numsOf_JS_YE_HDSYYF_HDZYF_div,94.0
270,2824,HDZYFZE_HDYF_mean,93.0
271,3510,numsOf_DKYE_HDYF_multi,93.0
272,3423,numsOf_GRYJCE_JS_YE_div,93.0
273,1770,GRYJCE_GRZHYE_mean,93.0
274,2026,DKYE_JS_YE_std,93.0
275,3734,numsOf_HDSYYF_HDYF_multi,93.0
276,2865,HDSYYFZE_GRYJCE_std,92.0
277,2503,HDZYF_GRZHDNGJYE_min,92.0
278,1961,DKYE_GRZHDNGJYE_std,92.0
279,1960,DKYE_GRZHDNGJYE_mean,92.0
280,484,DWSSHY_DKYE_max,92.0
281,2516,HDZYF_DKYE_std,92.0
282,3162,numsOf_GRJCJS_HDYF_multi,92.0
283,3295,numsOf_GRZHSNJZYE_HDYF_div,91.0
284,36,GRYJCE_RATE,91.0
285,3469,numsOf_DKFFE_HDSYYFZE_diff,91.0
286,3790,numsOf_JS_YE_HDSYYF_HDZYF_multi,91.0
287,2496,HDZYF_GRZHSNJZYE_std,91.0
288,3178,numsOf_GRJCJS_HDSYYF_HDZYF_multi,90.0
289,2524,HDZYF_GRZHYE_diff_GRZHSNJZYE_sum,90.0
290,248,DWSSHY_in_DKZS_prop,89.0
291,1468,GRJCJS_HDSYYF_min,89.0
292,1756,GRZHDNGJYE_JS_YE_std,89.0
293,2771,HDZYFZE_GRZHDNGJYE_std,89.0
294,2541,HDZYF_YEARPURINCM_std,88.0
295,2569,HDZYF_HDSYYF_HDZYF_sum,88.0
296,131,GRZHZT_count,88.0
297,2914,HDSYYFZE_HDYF_std,88.0
298,1827,GRYJCE_HDSYYF_max,87.0
299,42,DKLT,87.0
300,2552,HDZYF_HDYF_max,87.0
301,3367,numsOf_GRZHDNGJYE_JS_YE_div,87.0
302,1805,GRYJCE_GRZHYE_diff_GRZHDNGJYE1_mean,86.0
303,1433,GRJCJS_DKYE_min,86.0
304,1981,DKYE_GRZHYE_diff_GRZHSNJZYE_std,86.0
305,2568,HDZYF_JS_YE_min,86.0
306,1965,DKYE_GRYJCE_mean,86.0
307,3647,numsOf_GRZHYE_diff_GRZHDNGJYE1_HDSYYF_HDZYF_div,86.0
308,1975,DKYE_DKLL_mean,85.0
309,1800,GRYJCE_GRZHYE_diff_GRZHSNJZYE_mean,85.0
310,3290,numsOf_GRZHSNJZYE_HDSYYF_multi,85.0
311,2802,HDZYFZE_GRZHYE_diff_GRZHDNGJYE1_min,85.0
312,2544,HDZYF_HDSYYF_sum,85.0
313,1958,DKYE_GRZHSNJZYE_min,85.0
314,1407,GRJCJS_GRZHYE_max,85.0
315,3163,numsOf_GRJCJS_HDYF_div,84.0
316,1772,GRYJCE_GRZHYE_max,84.0
317,3333,numsOf_GRZHDNGJYE_GRZHYE_diff_GRZHDNGJYE1_diff,84.0
318,3682,numsOf_YEARPURINCM_HDZYF_multi,84.0
319,2031,DKYE_HDSYYF_HDZYF_std,84.0
320,3763,numsOf_HDYF_JS_YE_div,84.0
321,3473,numsOf_DKFFE_JS_YE_diff,83.0
322,1812,GRYJCE_GRZHYE_diff_GRZHSNJZYE1_max,83.0
323,1789,GRYJCE_DKYE_sum,83.0
324,1738,GRZHDNGJYE_HDSYYF_min,83.0
325,15,GRZHDNGJYE_GRZHSNJZYE,83.0
326,1706,GRZHDNGJYE_DKLL_std,83.0
327,1689,GRZHDNGJYE_GRYJCE_sum,83.0
328,1420,GRJCJS_GRYJCE_mean,82.0
329,2533,HDZYF_GRZHYE_diff_GRZHDNGJYE1_min,82.0
330,251,DWSSHY_in_YEZS_prop,82.0
331,1736,GRZHDNGJYE_HDSYYF_std,82.0
332,544,DWSSHY_DKYE_genFeat1_mean,82.0
333,3149,numsOf_GRJCJS_YEARPURINCM_diff,82.0
334,3474,numsOf_DKFFE_JS_YE_multi,82.0
335,1765,GRYJCE_GRJCJS_mean,81.0
336,228,DKZS_in_DWJJLX_prop,81.0
337,1822,GRYJCE_HDZYF_max,81.0
338,1404,GRJCJS_GRZHYE_sum,81.0
339,1793,GRYJCE_DKYE_min,81.0
340,3355,numsOf_GRZHDNGJYE_HDYF_div,81.0
341,3726,numsOf_HDZYF_JS_YE_multi,81.0
342,1476,GRJCJS_HDZYFZE_std,80.0
343,2785,HDZYFZE_DKYE_std,80.0
344,450,DWJJLX_DKFFE_genFeat7_mean,80.0
345,3472,numsOf_DKFFE_JS_YE_add,80.0
346,2010,DKYE_HDYF_mean,80.0
347,365,DWJJLX_DKLL_std,79.0
348,2487,HDZYF_GRJCJS_max,79.0
349,2572,HDZYF_HDSYYF_HDZYF_max,79.0
350,2549,HDZYF_HDYF_sum,79.0
351,2536,HDZYF_GRZHYE_diff_GRZHSNJZYE1_std,79.0
352,3126,numsOf_GRJCJS_DKFFE_multi,79.0
353,2008,DKYE_HDSYYF_min,79.0
354,1803,GRYJCE_GRZHYE_diff_GRZHSNJZYE_min,79.0
355,1563,GRZHYE_HDYF_min,79.0
356,3579,numsOf_GRZHYE_diff_GRZHSNJZYE_GRZHYE_diff_GRZHSNJZYE1_div,79.0
357,3640,numsOf_GRZHYE_diff_GRZHDNGJYE1_JS_YE_add,79.0
358,2804,HDZYFZE_GRZHYE_diff_GRZHSNJZYE1_mean,79.0
359,2540,HDZYF_YEARPURINCM_mean,78.0
360,3454,numsOf_DKFFE_HDZYF_multi,78.0
361,2840,HDZYFZE_HDSYYF_HDZYF_std,78.0
362,2025,DKYE_JS_YE_mean,78.0
363,494,DWSSHY_GRZHYE_diff_GRZHSNJZYE_min,78.0
364,1447,GRJCJS_GRZHYE_diff_GRZHDNGJYE1_max,77.0
365,2883,HDSYYFZE_GRZHYE_diff_GRZHSNJZYE_mean,77.0
366,3729,numsOf_HDZYF_HDSYYF_HDZYF_diff,77.0
367,2839,HDZYFZE_HDSYYF_HDZYF_mean,77.0
368,2834,HDZYFZE_JS_YE_mean,77.0
369,2548,HDZYF_HDSYYF_min,77.0
370,1945,DKYE_GRJCJS_mean,77.0
371,2527,HDZYF_GRZHYE_diff_GRZHSNJZYE_max,77.0
372,3140,numsOf_GRJCJS_GRZHYE_diff_GRZHDNGJYE1_add,76.0
373,3246,numsOf_GRZHYE_HDSYYF_HDZYF_multi,76.0
374,1962,DKYE_GRZHDNGJYE_max,76.0
375,1991,DKYE_GRZHYE_diff_GRZHSNJZYE1_std,76.0
376,2756,HDZYFZE_GRJCJS_std,76.0
377,491,DWSSHY_GRZHYE_diff_GRZHSNJZYE_mean,76.0
378,3712,numsOf_HDZYF_HDYF_add,76.0
379,3651,numsOf_GRZHYE_diff_GRZHSNJZYE1_YEARPURINCM_div,76.0
380,2497,HDZYF_GRZHSNJZYE_max,76.0
381,1760,GRZHDNGJYE_HDSYYF_HDZYF_mean,75.0
382,2525,HDZYF_GRZHYE_diff_GRZHSNJZYE_mean,75.0
383,2494,HDZYF_GRZHSNJZYE_sum,75.0
384,2486,HDZYF_GRJCJS_std,75.0
385,1465,GRJCJS_HDSYYF_mean,75.0
386,3650,numsOf_GRZHYE_diff_GRZHSNJZYE1_YEARPURINCM_multi,75.0
387,3354,numsOf_GRZHDNGJYE_HDYF_multi,75.0
388,1955,DKYE_GRZHSNJZYE_mean,75.0
389,3626,numsOf_GRZHYE_diff_GRZHDNGJYE1_HDSYYF_multi,75.0
390,3622,numsOf_GRZHYE_diff_GRZHDNGJYE1_HDZYF_multi,75.0
391,2912,HDSYYFZE_HDYF_sum,75.0
392,2526,HDZYF_GRZHYE_diff_GRZHSNJZYE_std,74.0
393,1963,DKYE_GRZHDNGJYE_min,74.0
394,3765,numsOf_HDYF_HDSYYF_HDZYF_diff,74.0
395,1989,DKYE_GRZHYE_diff_GRZHSNJZYE1_sum,74.0
396,1574,GRZHYE_JS_YE_sum,74.0
397,3690,numsOf_YEARPURINCM_HDYF_multi,74.0
398,3116,numsOf_GRJCJS_GRZHDNGJYE_add,74.0
399,3329,numsOf_GRZHDNGJYE_GRZHYE_diff_GRZHSNJZYE_diff,74.0
400,2495,HDZYF_GRZHSNJZYE_mean,74.0
401,229,DWJJLX_YEZS_count,74.0
402,3115,numsOf_GRJCJS_GRZHSNJZYE_div,74.0
403,1844,GRYJCE_JS_YE_sum,74.0
